2019-05-25 01:46:46.995796,lda;,0,kruskal_wallis,kfold_cross_val_predictions,5,0.8953094518404184,0.8464258932733426,0.9501854253407048,0.5024705822423717,0.6925507266727515,0.39426036212478516,0.827017932255922
2019-05-25 01:46:49.698282,lda;,0,select_k_best,kfold_cross_val_predictions,5,0.8990400313459153,0.8617840375586855,0.9396628216503993,0.5592721052881645,0.6893704245973645,0.4704824333506535,0.8357139694487492
2019-05-25 01:47:12.692869,lda;,0,kernel_density_fs,kfold_cross_val_predictions,5,0.873859048505982,0.8169092114245011,0.9393442995927468,0.35330819520928836,0.5498142519419115,0.26028218553899035,0.7888952844808501
2019-05-25 05:09:36.823402,bayes;,0,kruskal_wallis,kfold_cross_val_predictions,5,0.8795450994397447,0.8632062038598874,0.8965144586262599,0.5372379196501308,0.5793683821149489,0.5008193772732723,0.8088465795882223
2019-05-25 05:09:38.151258,bayes;,0,select_k_best,kfold_cross_val_predictions,5,0.8802667508571367,0.8577890043934929,0.9039542238300002,0.5228772595846116,0.583842665615142,0.47344018545905114,0.8085720611025017
2019-05-25 05:09:59.239993,bayes;,0,kernel_density_fs,kfold_cross_val_predictions,5,0.8722552662212371,0.8186416833787303,0.9333833867995359,0.3628072222074927,0.5388250118128839,0.27347216115752027,0.7871773300863405
2019-05-25 08:32:11.677106,knearest_neighbours;,0,kruskal_wallis,kfold_cross_val_predictions,5,0.8822528119099095,0.8501777444909756,0.9168429913771529,0.5013790705759648,0.5967119055500386,0.4323114433030896,0.8094930263449192
2019-05-25 08:32:24.627098,knearest_neighbours;,0,select_k_best,kfold_cross_val_predictions,5,0.8896280749439675,0.8582530636412659,0.9233840693468023,0.5355685198422764,0.6329300196206671,0.4641672329029937,0.821642683196812
2019-05-25 13:58:27.652302,lda;,0,None,kfold_cross_val_predictions,5,0.9054587612516544,0.8718459075782468,0.9417673423884604,0.5978412580254955,0.7151204852802048,0.5136096566609377,0.8469072393181315
2019-05-25 13:58:33.744611,lda;,0,select_k_best,kfold_cross_val_predictions,5,0.8990400313459153,0.8617840375586855,0.9396628216503993,0.5592721052881645,0.6893704245973645,0.4704824333506535,0.8357139694487492
2019-05-25 13:58:58.407341,pca;lda;,0,None,kfold_cross_val_predictions,5,0.9054587612516544,0.8718459075782468,0.9417673423884604,0.5978412580254955,0.7151204852802048,0.5136096566609377,0.8469072393181315
2019-05-25 13:59:06.530406,pca;lda;,0,select_k_best,kfold_cross_val_predictions,5,0.8990400313459153,0.8617840375586855,0.9396628216503993,0.5592721052881645,0.6893704245973645,0.4704824333506535,0.8357139694487492
2019-05-25 14:07:40.301230,lda;,0,None,kfold_cross_val_predictions,5,0.9054587612516544,0.8718459075782468,0.9417673423884604,0.5978412580254955,0.7151204852802048,0.5136096566609377,0.8469072393181315
2019-05-25 14:07:46.440412,lda;,0,select_k_best,kfold_cross_val_predictions,5,0.8990400313459153,0.8617840375586855,0.9396628216503993,0.5592721052881645,0.6893704245973645,0.4704824333506535,0.8357139694487492
2019-05-25 14:08:09.263157,pca;lda;,0,None,kfold_cross_val_predictions,5,0.9054587612516544,0.8718459075782468,0.9417673423884604,0.5978412580254955,0.7151204852802048,0.5136096566609377,0.8469072393181315
2019-05-25 14:08:17.261275,pca;lda;,0,select_k_best,kfold_cross_val_predictions,5,0.8990400313459153,0.8617840375586855,0.9396628216503993,0.5592721052881645,0.6893704245973645,0.4704824333506535,0.8357139694487492
2019-05-25 15:28:13.720130,lda;,0,None,kfold_cross_val_predictions,5,0.9132001710341457,0.8863986718842642,0.9416729654824892,0.6084320749517773,0.7045309508615188,0.5354025218234724,0.8579
2019-05-25 15:28:44.450387,lda;,0,None,kfold_cross_val_predictions,5,0.9132001710341457,0.8863986718842642,0.9416729654824892,0.6084320749517773,0.7045309508615188,0.5354025218234724,0.8579
2019-05-25 16:45:21.177474,lda;,3030,kruskal_wallis,kfold_cross_val_predictions,6,0.8749227013832385,0.8118261709902456,0.9486537036383527,0.3199433728543621,0.5540913269996935,0.22490359497449933,0.7887068396745107
2019-05-25 16:55:22.552763,lda;,3030,select_k_best,kfold_cross_val_predictions,6,0.8971625223523062,0.8594098445428396,0.9383844443660232,0.5475731037553807,0.6787488500459982,0.4588879213832566,0.8324169782274027
2019-05-25 16:57:31.640164,lda;,0,select_k_best,kfold_cross_val_predictions,5,0.8965059708093763,0.8579657336351424,0.9386715525399159,0.557182820470627,0.6897535139539621,0.4673567977915804,0.8322240753152423
